Time,investor-capitalization-btc-24h
2012-01-01 00:00:00+00:00,21465079.924984507
2012-01-02 00:00:00+00:00,21416389.381456885
2012-01-03 00:00:00+00:00,21449482.549021192
2012-01-04 00:00:00+00:00,21548595.045851015
2012-01-05 00:00:00+00:00,21929897.136589054
2012-01-06 00:00:00+00:00,22213298.058802105
2012-01-07 00:00:00+00:00,22312919.18797471
2012-01-08 00:00:00+00:00,22475709.852373853
2012-01-09 00:00:00+00:00,22650548.849031977
2012-01-10 00:00:00+00:00,22632713.556803513
2012-01-11 00:00:00+00:00,22742003.22077665
2012-01-12 00:00:00+00:00,22945856.027534183
2012-01-13 00:00:00+00:00,23037067.949894853
2012-01-14 00:00:00+00:00,23102233.37898689
2012-01-15 00:00:00+00:00,23147708.438950416
2012-01-16 00:00:00+00:00,23211016.512007505
2012-01-17 00:00:00+00:00,23257551.928922564
2012-01-18 00:00:00+00:00,23189826.86928471
2012-01-19 00:00:00+00:00,23282299.910801735
2012-01-20 00:00:00+00:00,23291446.88910653
